2018-01-24 00:08:51.818605
Initial x,Initial y,Initial theta,Final x,Final y,Final theta,Delta x,Delta y,Delta theta
6.098402500152588,11.055156707763672,1.9873113632202148,5.845663547515869,11.5689697265625,2.048661231994629,0.5721368789672852,0.023253440856933594,0.06134986877441406
