2018-01-24 00:08:51.818605
Iteration,World x,World y,World theta,World LFoot x,World LFoot y,World LFoot theta,World RFoot x,World RFoot y,World RFoot theta,# steps in unchangeable,First unchangeable leg,First unchangeable x,First unchangeble y,First unchangeable theta,First changeable leg,First changeable x,First changeable y,First changeable theta,Update flag,Verbose,New plan sent?
0,6.095607757568359,11.055567741394043,1.9866315126419067,6.053401470184326,11.035346984863281,1.9909499883651733,6.144703388214111,11.07613754272461,1.9909499883651733,2,LLeg,0.05999999865889549,0.08799999952316284,0.05999999865889549,LLeg,0.05999999865889549,0.10000000149011612,0.0,True,True,False
0,6.095607757568359,11.055567741394043,1.9866315126419067,6.053401470184326,11.035346984863281,1.9909499883651733,6.144703388214111,11.07613754272461,1.9909499883651733,2,LLeg,0.05999999865889549,0.08799999952316284,0.05999999865889549,LLeg,0.05999999865889549,0.10000000149011612,0.0,True,True,False
0,6.095607757568359,11.055567741394043,1.9866315126419067,6.053401470184326,11.035346984863281,1.9909499883651733,6.144703388214111,11.07613754272461,1.9909499883651733,2,LLeg,0.05999999865889549,0.08799999952316284,0.05999999865889549,LLeg,0.05999999865889549,0.10000000149011612,0.0,True,True,False
0,6.095607757568359,11.055567741394043,1.9866315126419067,6.053401470184326,11.035346984863281,1.9909499883651733,6.144703388214111,11.07613754272461,1.9909499883651733,2,LLeg,0.05999999865889549,0.08799999952316284,0.05999999865889549,LLeg,0.05999999865889549,0.10000000149011612,0.0,True,True,True
1,6.095607757568359,11.055567741394043,1.9866315126419067,6.053401470184326,11.035346984863281,1.9909499883651733,6.144703388214111,11.07613754272461,1.9909499883651733,4,LLeg,0.05999999865889549,0.08799999952316284,0.05999999865889549,LLeg,0.05999999865889549,0.10000000149011612,0.0,True,False,False
1,6.095607757568359,11.055567741394043,1.9866315126419067,6.053401470184326,11.035346984863281,1.9909499883651733,6.144703388214111,11.07613754272461,1.9909499883651733,4,LLeg,0.05999999865889549,0.08799999952316284,0.05999999865889549,LLeg,0.05999999865889549,0.10000000149011612,0.0,True,False,True
2,6.095607757568359,11.055567741394043,1.9866315126419067,6.053401470184326,11.035346984863281,1.9909499883651733,6.144703388214111,11.07613754272461,1.9909499883651733,4,LLeg,0.05999999865889549,0.08799999952316284,0.05999999865889549,LLeg,0.05999999865889549,0.10000000149011612,0.0,True,False,False
2,6.095607757568359,11.055567741394043,1.9866315126419067,6.053401470184326,11.035346984863281,1.9909499883651733,6.144703388214111,11.07613754272461,1.9909499883651733,4,LLeg,0.05999999865889549,0.08799999952316284,0.05999999865889549,LLeg,0.05999999865889549,0.10000000149011612,0.0,True,False,True
3,6.095607757568359,11.055567741394043,1.9866315126419067,6.053401470184326,11.035346984863281,1.9909499883651733,6.144703388214111,11.07613754272461,1.9909499883651733,4,LLeg,0.05999999865889549,0.08799999952316284,0.05999999865889549,LLeg,0.05999999865889549,0.10000000149011612,0.0,True,False,False
3,6.095607757568359,11.055567741394043,1.9866315126419067,6.053401470184326,11.035346984863281,1.9909499883651733,6.144703388214111,11.07613754272461,1.9909499883651733,4,LLeg,0.05999999865889549,0.08799999952316284,0.05999999865889549,LLeg,0.05999999865889549,0.10000000149011612,0.0,True,False,True
4,6.095607757568359,11.055567741394043,1.9866315126419067,6.053401470184326,11.035346984863281,1.9909499883651733,6.144703388214111,11.07613754272461,1.9909499883651733,4,LLeg,0.05999999865889549,0.08799999952316284,0.05999999865889549,LLeg,0.05999999865889549,0.10000000149011612,0.0,True,False,False
4,6.095607757568359,11.055567741394043,1.9866315126419067,6.053401470184326,11.035346984863281,1.9909499883651733,6.144703388214111,11.07613754272461,1.9909499883651733,4,LLeg,0.05999999865889549,0.08799999952316284,0.05999999865889549,LLeg,0.05999999865889549,0.10000000149011612,0.0,True,False,True
5,6.095607757568359,11.055567741394043,1.9866315126419067,6.053401470184326,11.035346984863281,1.9909499883651733,6.144703388214111,11.07613754272461,1.9909499883651733,4,LLeg,0.05999999865889549,0.08799999952316284,0.05999999865889549,LLeg,0.05999999865889549,0.10000000149011612,0.0,True,False,False
5,6.095607757568359,11.055567741394043,1.9866315126419067,6.053401470184326,11.035346984863281,1.9909499883651733,6.144703388214111,11.07613754272461,1.9909499883651733,4,LLeg,0.05999999865889549,0.08799999952316284,0.05999999865889549,LLeg,0.05999999865889549,0.10000000149011612,0.0,True,False,True
6,6.095607757568359,11.055567741394043,1.9866315126419067,6.053401470184326,11.035346984863281,1.9909499883651733,6.144703388214111,11.07613754272461,1.9909499883651733,4,LLeg,0.05999999865889549,0.08799999952316284,0.05999999865889549,LLeg,0.05999999865889549,0.10000000149011612,0.0,True,False,False
6,6.095607757568359,11.055567741394043,1.9866315126419067,6.053401470184326,11.035346984863281,1.9909499883651733,6.144703388214111,11.07613754272461,1.9909499883651733,4,LLeg,0.05999999865889549,0.08799999952316284,0.05999999865889549,LLeg,0.05999999865889549,0.10000000149011612,0.0,True,False,True
7,6.095607757568359,11.055567741394043,1.9866315126419067,6.053401470184326,11.035346984863281,1.9909499883651733,6.144703388214111,11.07613754272461,1.9909499883651733,4,LLeg,0.05999999865889549,0.08799999952316284,0.05999999865889549,LLeg,0.05999999865889549,0.10000000149011612,0.0,True,False,False
7,6.095607757568359,11.055567741394043,1.9866315126419067,6.053401470184326,11.035346984863281,1.9909499883651733,6.144703388214111,11.07613754272461,1.9909499883651733,4,LLeg,0.05999999865889549,0.08799999952316284,0.05999999865889549,LLeg,0.05999999865889549,0.10000000149011612,0.0,True,False,True
8,6.095607757568359,11.055567741394043,1.9866315126419067,6.053401470184326,11.035346984863281,1.9909499883651733,6.144703388214111,11.07613754272461,1.9909499883651733,4,LLeg,0.05999999865889549,0.08799999952316284,0.05999999865889549,LLeg,0.05999999865889549,0.10000000149011612,0.0,True,False,False
8,6.095607757568359,11.055567741394043,1.9866315126419067,6.053401470184326,11.035346984863281,1.9909499883651733,6.144703388214111,11.07613754272461,1.9909499883651733,4,LLeg,0.05999999865889549,0.08799999952316284,0.05999999865889549,LLeg,0.05999999865889549,0.10000000149011612,0.0,True,False,True
9,6.095607757568359,11.055567741394043,1.9866315126419067,6.053401470184326,11.035346984863281,1.9909499883651733,6.144703388214111,11.07613754272461,1.9909499883651733,4,LLeg,0.05999999865889549,0.08799999952316284,0.05999999865889549,LLeg,0.05999999865889549,0.10000000149011612,0.0,True,False,False
9,6.095607757568359,11.055567741394043,1.9866315126419067,6.053401470184326,11.035346984863281,1.9909499883651733,6.144703388214111,11.07613754272461,1.9909499883651733,4,LLeg,0.05999999865889549,0.08799999952316284,0.05999999865889549,LLeg,0.05999999865889549,0.10000000149011612,0.0,True,False,True
13,6.095607757568359,11.055567741394043,1.9866315126419067,6.053401470184326,11.035346984863281,1.9909499883651733,6.144703388214111,11.07613754272461,1.9909499883651733,3,LLeg,0.05999999865889549,0.08799999952316284,0.05999999865889549,RLeg,0.05999999865889549,-0.10000000149011612,0.0,False,True,False
13,6.095607757568359,11.055567741394043,1.9866315126419067,6.053401470184326,11.035346984863281,1.9909499883651733,6.144703388214111,11.07613754272461,1.9909499883651733,3,LLeg,0.05999999865889549,0.08799999952316284,0.05999999865889549,RLeg,0.05999999865889549,-0.10000000149011612,0.0,False,True,False
14,6.095607757568359,11.055567741394043,1.9866315126419067,6.053401470184326,11.035346984863281,1.9909499883651733,6.144703388214111,11.07613754272461,1.9909499883651733,3,LLeg,0.05999999865889549,0.08799999952316284,0.05999999865889549,RLeg,0.05999999865889549,-0.10000000149011612,0.0,True,False,False
14,6.095607757568359,11.055567741394043,1.9866315126419067,6.053401470184326,11.035346984863281,1.9909499883651733,6.144703388214111,11.07613754272461,1.9909499883651733,3,LLeg,0.05999999865889549,0.08799999952316284,0.05999999865889549,RLeg,0.05999999865889549,-0.10000000149011612,0.0,True,False,True
15,6.095607757568359,11.055567741394043,1.9866315126419067,6.053401470184326,11.035346984863281,1.9909499883651733,6.144703388214111,11.07613754272461,1.9909499883651733,4,LLeg,0.05999999865889549,0.08799999952316284,0.05999999865889549,RLeg,0.05999999865889549,-0.10000000149011612,0.0,True,False,False
15,6.095607757568359,11.055567741394043,1.9866315126419067,6.053401470184326,11.035346984863281,1.9909499883651733,6.144703388214111,11.07613754272461,1.9909499883651733,4,LLeg,0.05999999865889549,0.08799999952316284,0.05999999865889549,RLeg,0.05999999865889549,-0.10000000149011612,0.0,True,False,True
16,6.095607757568359,11.055567741394043,1.9866315126419067,6.053401470184326,11.035346984863281,1.9909499883651733,6.144703388214111,11.07613754272461,1.9909499883651733,4,LLeg,0.05999999865889549,0.08799999952316284,0.05999999865889549,RLeg,0.05999999865889549,-0.10000000149011612,0.0,True,False,False
16,6.095607757568359,11.055567741394043,1.9866315126419067,6.053401470184326,11.035346984863281,1.9909499883651733,6.144703388214111,11.07613754272461,1.9909499883651733,4,LLeg,0.05999999865889549,0.08799999952316284,0.05999999865889549,RLeg,0.05999999865889549,-0.10000000149011612,0.0,True,False,True
17,6.095607757568359,11.055567741394043,1.9866315126419067,6.053401470184326,11.035346984863281,1.9909499883651733,6.144703388214111,11.07613754272461,1.9909499883651733,4,LLeg,0.05999999865889549,0.08799999952316284,0.05999999865889549,RLeg,0.05999999865889549,-0.10000000149011612,0.0,True,False,False
17,6.095607757568359,11.055567741394043,1.9866315126419067,6.053401470184326,11.035346984863281,1.9909499883651733,6.144703388214111,11.07613754272461,1.9909499883651733,4,LLeg,0.05999999865889549,0.08799999952316284,0.05999999865889549,RLeg,0.05999999865889549,-0.10000000149011612,0.0,True,False,True
30,6.094552040100098,11.08757209777832,2.0284249782562256,6.039883136749268,11.095024108886719,2.050950050354004,6.144703388214111,11.07613754272461,1.9909499883651733,4,RLeg,0.05999999865889549,-0.10000000149011612,0.0,RLeg,0.05999999865889549,-0.10000000149011612,0.0,True,True,False
30,6.094552040100098,11.08757209777832,2.0284249782562256,6.039883136749268,11.095024108886719,2.050950050354004,6.144703388214111,11.07613754272461,1.9909499883651733,4,RLeg,0.05999999865889549,-0.10000000149011612,0.0,RLeg,0.05999999865889549,-0.10000000149011612,0.0,True,True,False
30,6.094552040100098,11.08757209777832,2.0284249782562256,6.039883136749268,11.095024108886719,2.050950050354004,6.144703388214111,11.07613754272461,1.9909499883651733,4,RLeg,0.05999999865889549,-0.10000000149011612,0.0,RLeg,0.05999999865889549,-0.10000000149011612,0.0,True,True,True
31,6.094552040100098,11.08757209777832,2.0284249782562256,6.039883136749268,11.095024108886719,2.050950050354004,6.144703388214111,11.07613754272461,1.9909499883651733,4,RLeg,0.05999999865889549,-0.10000000149011612,0.0,RLeg,0.05999999865889549,-0.10000000149011612,0.0,True,False,False
31,6.094552040100098,11.08757209777832,2.0284249782562256,6.039883136749268,11.095024108886719,2.050950050354004,6.144703388214111,11.07613754272461,1.9909499883651733,4,RLeg,0.05999999865889549,-0.10000000149011612,0.0,RLeg,0.05999999865889549,-0.10000000149011612,0.0,True,False,True
32,6.094552040100098,11.08757209777832,2.0284249782562256,6.039883136749268,11.095024108886719,2.050950050354004,6.144703388214111,11.07613754272461,1.9909499883651733,4,RLeg,0.05999999865889549,-0.10000000149011612,0.0,RLeg,0.05999999865889549,-0.10000000149011612,0.0,True,False,False
32,6.094552040100098,11.08757209777832,2.0284249782562256,6.039883136749268,11.095024108886719,2.050950050354004,6.144703388214111,11.07613754272461,1.9909499883651733,4,RLeg,0.05999999865889549,-0.10000000149011612,0.0,RLeg,0.05999999865889549,-0.10000000149011612,0.0,True,False,True
33,6.094552040100098,11.08757209777832,2.0284249782562256,6.039883136749268,11.095024108886719,2.050950050354004,6.144703388214111,11.07613754272461,1.9909499883651733,4,RLeg,0.05999999865889549,-0.10000000149011612,0.0,RLeg,0.05999999865889549,-0.10000000149011612,0.0,True,False,False
33,6.094552040100098,11.08757209777832,2.0284249782562256,6.039883136749268,11.095024108886719,2.050950050354004,6.144703388214111,11.07613754272461,1.9909499883651733,4,RLeg,0.05999999865889549,-0.10000000149011612,0.0,RLeg,0.05999999865889549,-0.10000000149011612,0.0,True,False,True
34,6.094552040100098,11.08757209777832,2.0284249782562256,6.039883136749268,11.095024108886719,2.050950050354004,6.144703388214111,11.07613754272461,1.9909499883651733,4,RLeg,0.05999999865889549,-0.10000000149011612,0.0,RLeg,0.05999999865889549,-0.10000000149011612,0.0,True,False,False
34,6.094552040100098,11.08757209777832,2.0284249782562256,6.039883136749268,11.095024108886719,2.050950050354004,6.144703388214111,11.07613754272461,1.9909499883651733,4,RLeg,0.05999999865889549,-0.10000000149011612,0.0,RLeg,0.05999999865889549,-0.10000000149011612,0.0,True,False,True
35,6.094552040100098,11.08757209777832,2.0284249782562256,6.039883136749268,11.095024108886719,2.050950050354004,6.144703388214111,11.07613754272461,1.9909499883651733,4,RLeg,0.05999999865889549,-0.10000000149011612,0.0,RLeg,0.05999999865889549,-0.10000000149011612,0.0,True,False,False
35,6.094552040100098,11.08757209777832,2.0284249782562256,6.039883136749268,11.095024108886719,2.050950050354004,6.144703388214111,11.07613754272461,1.9909499883651733,4,RLeg,0.05999999865889549,-0.10000000149011612,0.0,RLeg,0.05999999865889549,-0.10000000149011612,0.0,True,False,True
36,6.094552040100098,11.08757209777832,2.0284249782562256,6.039883136749268,11.095024108886719,2.050950050354004,6.144703388214111,11.07613754272461,1.9909499883651733,4,RLeg,0.05999999865889549,-0.10000000149011612,0.0,RLeg,0.05999999865889549,-0.10000000149011612,0.0,True,False,False
36,6.094552040100098,11.08757209777832,2.0284249782562256,6.039883136749268,11.095024108886719,2.050950050354004,6.144703388214111,11.07613754272461,1.9909499883651733,4,RLeg,0.05999999865889549,-0.10000000149011612,0.0,RLeg,0.05999999865889549,-0.10000000149011612,0.0,True,False,True
37,6.094552040100098,11.08757209777832,2.0284249782562256,6.039883136749268,11.095024108886719,2.050950050354004,6.144703388214111,11.07613754272461,1.9909499883651733,4,RLeg,0.05999999865889549,-0.10000000149011612,0.0,RLeg,0.05999999865889549,-0.10000000149011612,0.0,True,False,False
37,6.094552040100098,11.08757209777832,2.0284249782562256,6.039883136749268,11.095024108886719,2.050950050354004,6.144703388214111,11.07613754272461,1.9909499883651733,4,RLeg,0.05999999865889549,-0.10000000149011612,0.0,RLeg,0.05999999865889549,-0.10000000149011612,0.0,True,False,True
38,6.094552040100098,11.08757209777832,2.0284249782562256,6.039883136749268,11.095024108886719,2.050950050354004,6.144703388214111,11.07613754272461,1.9909499883651733,4,RLeg,0.05999999865889549,-0.10000000149011612,0.0,RLeg,0.05999999865889549,-0.10000000149011612,0.0,True,False,False
38,6.094552040100098,11.08757209777832,2.0284249782562256,6.039883136749268,11.095024108886719,2.050950050354004,6.144703388214111,11.07613754272461,1.9909499883651733,4,RLeg,0.05999999865889549,-0.10000000149011612,0.0,RLeg,0.05999999865889549,-0.10000000149011612,0.0,True,False,True
39,6.094552040100098,11.08757209777832,2.0284249782562256,6.039883136749268,11.095024108886719,2.050950050354004,6.144703388214111,11.07613754272461,1.9909499883651733,4,RLeg,0.05999999865889549,-0.10000000149011612,0.0,RLeg,0.05999999865889549,-0.10000000149011612,0.0,True,False,False
39,6.094552040100098,11.08757209777832,2.0284249782562256,6.039883136749268,11.095024108886719,2.050950050354004,6.144703388214111,11.07613754272461,1.9909499883651733,4,RLeg,0.05999999865889549,-0.10000000149011612,0.0,RLeg,0.05999999865889549,-0.10000000149011612,0.0,True,False,True
40,6.094552040100098,11.08757209777832,2.0284249782562256,6.039883136749268,11.095024108886719,2.050950050354004,6.144703388214111,11.07613754272461,1.9909499883651733,4,RLeg,0.05999999865889549,-0.10000000149011612,0.0,RLeg,0.05999999865889549,-0.10000000149011612,0.0,True,False,False
40,6.094552040100098,11.08757209777832,2.0284249782562256,6.039883136749268,11.095024108886719,2.050950050354004,6.144703388214111,11.07613754272461,1.9909499883651733,4,RLeg,0.05999999865889549,-0.10000000149011612,0.0,RLeg,0.05999999865889549,-0.10000000149011612,0.0,True,False,True
41,6.094552040100098,11.08757209777832,2.0284249782562256,6.039883136749268,11.095024108886719,2.050950050354004,6.144703388214111,11.07613754272461,1.9909499883651733,4,RLeg,0.05999999865889549,-0.10000000149011612,0.0,RLeg,0.05999999865889549,-0.10000000149011612,0.0,True,False,False
41,6.094552040100098,11.08757209777832,2.0284249782562256,6.039883136749268,11.095024108886719,2.050950050354004,6.144703388214111,11.07613754272461,1.9909499883651733,4,RLeg,0.05999999865889549,-0.10000000149011612,0.0,RLeg,0.05999999865889549,-0.10000000149011612,0.0,True,False,True
42,6.094552040100098,11.08757209777832,2.0284249782562256,6.039883136749268,11.095024108886719,2.050950050354004,6.144703388214111,11.07613754272461,1.9909499883651733,4,RLeg,0.05999999865889549,-0.10000000149011612,0.0,RLeg,0.05999999865889549,-0.10000000149011612,0.0,True,False,False
42,6.094552040100098,11.08757209777832,2.0284249782562256,6.039883136749268,11.095024108886719,2.050950050354004,6.144703388214111,11.07613754272461,1.9909499883651733,4,RLeg,0.05999999865889549,-0.10000000149011612,0.0,RLeg,0.05999999865889549,-0.10000000149011612,0.0,True,False,True
43,6.094552040100098,11.08757209777832,2.0284249782562256,6.039883136749268,11.095024108886719,2.050950050354004,6.144703388214111,11.07613754272461,1.9909499883651733,4,RLeg,0.05999999865889549,-0.10000000149011612,0.0,RLeg,0.05999999865889549,-0.10000000149011612,0.0,True,False,False
43,6.094552040100098,11.08757209777832,2.0284249782562256,6.039883136749268,11.095024108886719,2.050950050354004,6.144703388214111,11.07613754272461,1.9909499883651733,4,RLeg,0.05999999865889549,-0.10000000149011612,0.0,RLeg,0.05999999865889549,-0.10000000149011612,0.0,True,False,True
44,6.094552040100098,11.08757209777832,2.0284249782562256,6.039883136749268,11.095024108886719,2.050950050354004,6.144703388214111,11.07613754272461,1.9909499883651733,4,RLeg,0.05999999865889549,-0.10000000149011612,0.0,RLeg,0.05999999865889549,-0.10000000149011612,0.0,True,False,False
44,6.094552040100098,11.08757209777832,2.0284249782562256,6.039883136749268,11.095024108886719,2.050950050354004,6.144703388214111,11.07613754272461,1.9909499883651733,4,RLeg,0.05999999865889549,-0.10000000149011612,0.0,RLeg,0.05999999865889549,-0.10000000149011612,0.0,True,False,True
45,6.094552040100098,11.08757209777832,2.0284249782562256,6.039883136749268,11.095024108886719,2.050950050354004,6.144703388214111,11.07613754272461,1.9909499883651733,4,RLeg,0.05999999865889549,-0.10000000149011612,0.0,RLeg,0.05999999865889549,-0.10000000149011612,0.0,True,False,False
45,6.094552040100098,11.08757209777832,2.0284249782562256,6.039883136749268,11.095024108886719,2.050950050354004,6.144703388214111,11.07613754272461,1.9909499883651733,4,RLeg,0.05999999865889549,-0.10000000149011612,0.0,RLeg,0.05999999865889549,-0.10000000149011612,0.0,True,False,True
46,6.094552040100098,11.08757209777832,2.0284249782562256,6.039883136749268,11.095024108886719,2.050950050354004,6.144703388214111,11.07613754272461,1.9909499883651733,4,RLeg,0.05999999865889549,-0.10000000149011612,0.0,RLeg,0.05999999865889549,-0.10000000149011612,0.0,True,False,False
46,6.094552040100098,11.08757209777832,2.0284249782562256,6.039883136749268,11.095024108886719,2.050950050354004,6.144703388214111,11.07613754272461,1.9909499883651733,4,RLeg,0.05999999865889549,-0.10000000149011612,0.0,RLeg,0.05999999865889549,-0.10000000149011612,0.0,True,False,True
47,6.094552040100098,11.08757209777832,2.0284249782562256,6.039883136749268,11.095024108886719,2.050950050354004,6.144703388214111,11.07613754272461,1.9909499883651733,4,RLeg,0.05999999865889549,-0.10000000149011612,0.0,RLeg,0.05999999865889549,-0.10000000149011612,0.0,True,False,False
47,6.094552040100098,11.08757209777832,2.0284249782562256,6.039883136749268,11.095024108886719,2.050950050354004,6.144703388214111,11.07613754272461,1.9909499883651733,4,RLeg,0.05999999865889549,-0.10000000149011612,0.0,RLeg,0.05999999865889549,-0.10000000149011612,0.0,True,False,True
48,6.094552040100098,11.08757209777832,2.0284249782562256,6.039883136749268,11.095024108886719,2.050950050354004,6.144703388214111,11.07613754272461,1.9909499883651733,4,RLeg,0.05999999865889549,-0.10000000149011612,0.0,RLeg,0.05999999865889549,-0.10000000149011612,0.0,True,False,False
48,6.094552040100098,11.08757209777832,2.0284249782562256,6.039883136749268,11.095024108886719,2.050950050354004,6.144703388214111,11.07613754272461,1.9909499883651733,4,RLeg,0.05999999865889549,-0.10000000149011612,0.0,RLeg,0.05999999865889549,-0.10000000149011612,0.0,True,False,True
49,6.094552040100098,11.08757209777832,2.0284249782562256,6.039883136749268,11.095024108886719,2.050950050354004,6.144703388214111,11.07613754272461,1.9909499883651733,4,RLeg,0.05999999865889549,-0.10000000149011612,0.0,RLeg,0.05999999865889549,-0.10000000149011612,0.0,True,False,False
49,6.094552040100098,11.08757209777832,2.0284249782562256,6.039883136749268,11.095024108886719,2.050950050354004,6.144703388214111,11.07613754272461,1.9909499883651733,4,RLeg,0.05999999865889549,-0.10000000149011612,0.0,RLeg,0.05999999865889549,-0.10000000149011612,0.0,True,False,True
50,6.094552040100098,11.08757209777832,2.0284249782562256,6.039883136749268,11.095024108886719,2.050950050354004,6.144703388214111,11.07613754272461,1.9909499883651733,4,RLeg,0.05999999865889549,-0.10000000149011612,0.0,RLeg,0.05999999865889549,-0.10000000149011612,0.0,True,False,False
50,6.094552040100098,11.08757209777832,2.0284249782562256,6.039883136749268,11.095024108886719,2.050950050354004,6.144703388214111,11.07613754272461,1.9909499883651733,4,RLeg,0.05999999865889549,-0.10000000149011612,0.0,RLeg,0.05999999865889549,-0.10000000149011612,0.0,True,False,True
51,6.094552040100098,11.08757209777832,2.0284249782562256,6.039883136749268,11.095024108886719,2.050950050354004,6.144703388214111,11.07613754272461,1.9909499883651733,4,RLeg,0.05999999865889549,-0.10000000149011612,0.0,RLeg,0.05999999865889549,-0.10000000149011612,0.0,True,False,False
51,6.094552040100098,11.08757209777832,2.0284249782562256,6.039883136749268,11.095024108886719,2.050950050354004,6.144703388214111,11.07613754272461,1.9909499883651733,4,RLeg,0.05999999865889549,-0.10000000149011612,0.0,RLeg,0.05999999865889549,-0.10000000149011612,0.0,True,False,True
52,6.094552040100098,11.08757209777832,2.0284249782562256,6.039883136749268,11.095024108886719,2.050950050354004,6.144703388214111,11.07613754272461,1.9909499883651733,4,RLeg,0.05999999865889549,-0.10000000149011612,0.0,RLeg,0.05999999865889549,-0.10000000149011612,0.0,True,False,False
52,6.094552040100098,11.08757209777832,2.0284249782562256,6.039883136749268,11.095024108886719,2.050950050354004,6.144703388214111,11.07613754272461,1.9909499883651733,4,RLeg,0.05999999865889549,-0.10000000149011612,0.0,RLeg,0.05999999865889549,-0.10000000149011612,0.0,True,False,True
